qa1,qa2,qa3,qa4,q1,q2,q3,q4,q5a,q5b,q5c,q5d,q5e,q5f,q5g,q5h,q5i,q5j,q10,q11,q12,q13a,q13b,q13c,q13d,q13e,q13f,q14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,q15j,q15k,q15l,q15m,q15n,q15o,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,poids
5,1, ,3,2,6,6,2,2,4,1,2,1,4,2,2,4,6,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,3,2,4,2,1,1,3,2,1,2,1,2,1,4,6,2,2, ,2,5,3,1,2,0.418852627
6,2, ,3,1,1, ,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,2,3,3,3,3,3,3,2,2,3,3,2,2,1,2,2,1,1,2, ,2,2,4,1,2,0.445973217
6,1, ,2,1,3, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,2,1,2,3,2,3,2,3,3,2,1,2,2,2,2,2,2,1,3,6,2,4, ,2,3,2,1,2,0.694062114
6,2, ,1,1,3, ,3,5,4,5,2,1,4,5,6,4,2,1,1,1,1,2,2,3,2,3,3,1,1,1,1,2,3,2,3,2,1,2,3,2,1,2,2,2,2,1,5,3,4, ,1,1,9,2,3,1.399336338
5,1, ,2,2,5, ,3,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,1,1,4,4,1,1,1,2,2,1,5,1,1,2,2,3,2,1,1,0.625699759
7,2, ,2,1,1, ,1,1,4,1,1,1,1,1,1,1,1,2,2,2,1,2,4,4,3,4,3,2,2,1,3,2,3,2,3,2,2,3,1,1,3,2,2,2,2,1,1,2,4, ,1,1,8,1,3,0.804237127
6,1, ,1,1,1, ,2,2,4,1,1,1,4,3,1,4,4,2,3,2,2,1,2,2,3,3,3,2,2,2,2,2,1,2,3,1,2,2,2,1,2,2,2,2,1,4,1,2,4, ,2,3,2,1,1,0.793835282
5,2, ,2,2,1, ,2,2,4,1,3,3,4,3,2,4,1,1,1,1, ,2,2,2,2,2,1,1,1,1,2,2,3,1,1,2,1,1,1,1,1,2,1,2,1,4,1,3,1,2,2,3,5,1,1,0.611408412
3,1, ,1,1,4, ,2,3,1,2,2,3,5,4,3,4,2,1,1,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,1,2,6, ,2,3,1,1,1,1.120898485
5,1, ,3,1,1, ,2,5,6,4,6,4,4,5,5,4,6,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,1,2,1,2,4,1,3,0.418852627
7,2, ,1,2,3, ,3,2,2,2,2,1,4,2,2,2,2,3,2,4,4,4,4,5,4,5,4,2,2,2,2,3,3,2,3,3,2,1,2,3,2,2,1,2,2,1,2,2,4, ,2,1,9,2,2,1.689245582
4,1, ,1,1,4, ,3,1,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,1,2,1,2,3,1,1,0.951485813
6,1, ,1,1,1, ,2,2,4,2,2,2,4,3,2,4,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,3,3,3,3,2,2,3,2,2,2,2,2,1,1,1,1,4, ,1,3,2,1,2,0.793835282
5,2, ,2,1,1, ,2,4,1,2,3,2,1,3,2,1,1,2,2,2,1,1,2,2,3,2,2,2,1,1,2,3,3,2,4,2,2,2,3,2,2,1,2,2,1,2,6,1,5, ,2,3,1,1,1,0.611408412
6,2, ,1,2,3, ,3,2,4,2,2,5,4,2,2,4,6,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,3,3,3,3,1,2,2,2,1,2,2,2,2,1,6,2,2, ,1,3,2,1,2,0.761983514
4,2, ,1,2,3, ,2,1,3,4,3,2,3,2,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,2,1,2,9,2,4,1.4645015
7,1, ,4,1,1, ,1,2,4,1,1,1,4,3,2,4,1,3,3,2,2,3,2,3,2,3,3,2,2,2,1,3,3,3,3,1,1,2,3,1,2,2,2,2,1,1,1,2,4, ,1,1,5,1,3,1.198545694
3,2, ,2,1,4, ,2,2,4,4,2,1,4,3,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,3,3,3,2,2,1,1,1,4,1,1,1,2,1,5,1,3,0.623749137
4,1, ,2,2,6,3,3,2,4,1,1,4,3,2,1,4,2,2,2,2,2,2,1,2,2,2,3,1,1,1,3,2,3,1,3,3,2,1,1,2,1,1,2,2,2,1,6,1,1,1,2,3,2,3,1,1.527731895
7,2, ,4,1,3, ,2,2,4,1,2,4,4,3,2,4,3,2,2,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4, ,1,1,3,1,3,1.357936025
6,2, ,4,1,4, ,2,2,4,5,6,3,4,3,5,4,3,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,3,2,2,2,1,2,2,3,1,1,2,2,1,4,3,3,4, ,1,1,4,1,2,1.124882817
7,1, ,1,1,1, ,1,2,4,1,2,3,1,2,2,3,1,3,3,3,2,1,3,2,2,4,3,2,2,2,2,2,2,3,3,2,1,2,2,3,3,2,2,1,1,4,1,1,4, ,1,1,9,1,2,0.811881065
6,1, ,2,1,6,4,2,6,4,6,6,3,6,6,6,6,6,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,1,1,2,2,2,2,1,2,0.694062114
7,1, ,3,1,5, ,2,2,4,1,2,1,1,2,1,3,1,3,4,3,5,5,3,3,2,5,3,2,2,2,3,3,1,1,2,2,3,3,1,2,4,3,2,2,2,2,5,2,4, ,1,1,4,1,3,0.475177228
5,1, ,2,2,3, ,2,6,4,6,1,6,6,2,6,4,6,4,4,4,3,5,3,4,4,5,4,4,3,3,1,4,1,2,4,2,4,4,2,1,3,4,2,2,2,1,2,2,1,1,1,1,5,1,3,0.625699759
6,2, ,2,2,1, ,2,2,4,1,2,4,4,1,1,1,1,2,2,1,2,2,2,1,3,3,3,1,2,1,2,2,3,2,3,2,2,2,1,2,2,2,2,2,2,1,6,2,4, ,1,3,2,1,2,0.666213214
4,2, ,2,1,3, ,2,1,1,1,2,1,4,2,2,1,2,2,2,1,2,2,1,1, ,2,3,2,2,2,3,3,3,2,4,3,3,2,2,2,2,2,2,2,2,1,2,3,1,1,1,2,8,3,2,1.280435085
6,1, ,2,1,1, ,2,5,1,1,1,1,2,1,1,2,1,2,2,2,3,2,1,1,2,1,3,2,3,1,4,2,3,3,3,3,2,3,2,1,2,4,2,2,2,2,1,2,4, ,1,3,4,1,3,0.694062114
6,2, ,4,2,6,6,3,2,4,2,4,3,3,6,6,6,1,2,2,2,3,2,3,2,1,2,3,2,1,1,1,2,3,2,3,3,2,2,2,3,2,1,2,1,2,1,6,1,6, ,1,2,1,1,2,1.124882817
6,2, ,4,1,1, ,2,6,6,6,1,1,1,6,6,6,1,2,3,2,2,2,2,2,3,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,3,1,1,6, ,1,5,2,1,2,1.124882817
6,2, ,2,1,2, ,2,2,1,5,1,1,4,3,5,6,3,2,3,2,2,2,2,3,2,3,2,1,2,1,2,2,3,3,4,3,2,3,3,2,1,2,1,2,1,2,3,2,4, ,1,1,2,1,3,0.666213214
7,1, ,2,1,1, ,2,2,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,1,2,2,2,2,1,1,1,2,2,1,4,1,3,4, ,1,1,5,1,3,0.70984
4,1, ,3,1,1, ,2,2,6,1,2,1,4,2,6,3,6,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,3,2,2,3,4,2,2,2,2,1,1,2,4,3,5, ,2,3,2,1,1,0.556885123
7,1, ,2,1,1, ,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,2,2,3,1,1,2,1,2,1,1,3,2,3,1,3,3,4,2,2,1,2,2,1,2,1,4, ,1,1,3,1,2,0.70984
4,1, ,2,2,1, ,2,5,2,4,5,5,4,5,3,6,6,3,3,2,4,3,2,3,5,4,3,2,1,2,3,2,3,2,3,2,2,2,2,3,3,2,2,2,2,1,6,1,4, ,1,5,2,3,1,1.527731895
3,1, ,2,2,4, ,3,2,4,4,4,4,4,2,1,1,4,2,3,3,1,2,3,4,3,4,3,1,2,1,3,2,3,3,3,3,2,3,4,1,2,3,2,2,1,2,4,2,2, ,1,5,2,1,3,0.980017841
6,1, ,2,1,1, ,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,4,1,4,2,2,2,1,1,3,1,2,3,1,3,2,2,1,4,4,2,1,1,4,1,1,4, ,1,2,3,1,2,0.694062114
5,2, ,2,1,1, ,1,2,4,1,2,1,1,3,1,4,1,1,3,1,1,1,1,1,3,1,3,2,1,2,2,2,4,2,4,3,2,2,2,2,2,1,1,2,1,2,1,2,7, ,1,2,6,1,4,0.611408412
6,2, ,4,1,4, ,3,2,4,1,2,3,4,3,2,4,3,1,2,1,1,1,1,1,1,2,3,1,1,1,2,1,4,2,3,3,2,2,2,2,2,2,2,2,1,4,4,3,4, ,1,1,9,1,2,1.124882817
6,2, ,1,1,1, ,1,2,4,1,2,1,4,3,1,4,1,2,3,2,1,2,2,3,3,4,4,2,2,2,3,4,2,2,3,2,3,3,2,3,2,3,2,2,1,1,1,3,4, ,1,1,9,1,3,0.761983514
5,2, ,2,1,3, ,3,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,2,2,3,1,2,2,2,2,1,3,2,3,2,2,3,2,3,2,2,2,2,1,1,2,3,1,2,1,3,9,1,2,0.611408412
6,1, ,4,1,2, ,2,2,4,1,1,1,4,3,2,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,2,3,2,1,2,2,1,2,2,2,2,1,4,3,2,4, ,2,1,1,1,2,1.171905637
6,1, ,2,1,1, ,4,2,4,1,3,5,2,3,2,4,5,2,2,2,3,2,3,3,3,3,4,2,1,1,2,3,3,2,3,3,1,2,2,1,2,3,2,2,1,3,1,2,4, ,2,3,2,1,2,0.694062114
7,2, ,3,1,1, ,2,2,4,1,2,3,3,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,3,3,2,3,2,2,2,2,2,1,1,1,4, ,1,2,3,1,2,0.538370252
4,2, ,2,1,1, ,1,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,1,1,5, ,2,2,9,1,2,0.697237551
6,2, ,2,1,1, ,2,5,5,5,5,5,5,5,5,5,5,2,2,2,3,3,3,3,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4, ,2,1,2,1,2,0.666213214
2,2, ,3,1,2, ,4,2,4,3,3,3,4,2,1,4,3,2,2,2,3,3,4,4,3,4,2,1,3,2,2,3,1,3,1,3,2,1,2,2,2,2,2,1,1,3,3,3,3, ,2,3,3,1,2,1.101532936
6,1, ,1,1,1, ,2,2,4,5,4,4,4,2,6,4,5,2,2,3,2,3,1,3,4,4,3,2,2,2,1,2,1,3,3,2,2,1,3,1,2,3,1,2,1,3,1,3,4, ,2,3,2,1,1,0.793835282
5,2, ,4,2,1, ,2,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,1,1,1,1,2,1,2,2,5,2,1,2,1.032346487
6,2, ,2,2,1, ,2,2,4,1,2,1,4,3,1,4,3,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,3,3,4,4,1,2,3,2,1,1,1,1,1,4,3,3,2, ,1,5,1,1,2,0.666213214
7,1, ,2,1,2, ,2,2,4,1,1,1,4,3,2,4,3,3,3,3,3,3,3,4,2,5,3,2,2,2,2,2,2,2,4,3,3,3,2,2,3,3,2,2,1,3,3,2,4, ,1,3,3,1,2,0.70984
5,2, ,3,2,1, ,3,2,4,5,6,1,4,3,2,6,1,2,2,2,4,3,1,1,3,2,3,2,1,1,3,2,1,1,3,3,2,2,1,2,3,2,2,2,2,1,1,2,1,1,2,3,4,1,1,0.409285843
6,2, ,3,1,2, ,2,2,1,2,1,1,2,3,1,3,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,3,5,2,2, ,1,3,1,1,1,0.445973217
6,1, ,4,2,3, ,3,2,4,3,4,3,3,6,2,4,2,2,2,1,1,1,2,3,1,3,2,1,2,1,3,2,4,2,4,2,1,4,2,2,1,2,1,2,2,1,2,2,4, ,1,1,9,1,3,1.171905637
7,2, ,4,1,4, ,2,1,4,2,2,2,2,3,1,4,4,2,2,2,2,2,1,2,3,3,3,2,2,2,2,3,3,2,3,3,2,3,2,2,2,2,2,2,1,1,3,2,4, ,1,3,3,1,2,1.357936025
5,1, ,2,2,2, ,2,2,4,1,4,1,1,3,6,5,3,3,3,3,3,3,2,2,4,2,3,2,2,1,3,2,4,3,2,2,3,3,3,2,2,2,2,2,1,4,3,1,1,2,2,1,6,1,2,0.625699759
6,2, ,3,2,6,3,2,2,4,4,2,4,4,1,4,4,1,2,2,2,2,2,2,2,3,3,2,2,1,1,1,2,2,2,2,3,1,3,1,2,2,2,2,2,2,1,4,3,4, ,1,4,9,1,2,0.445973217
4,2, ,1,2,6,6,3,4,2,2,2,4,1,1,4,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,4,2,4,3,2,2,2,3,2,2,2,2,2,1,2,1,6, ,2,4,2,2,1,1.4645015
6,1, ,4,1,4, ,3,1,4,4,5,1,4,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,3,2,1,2,2,1,1,1,1,2,1,2,3,2,1,1,1,1,5,1,3,1.171905637
6,1, ,1,2,2, ,4,2,6,3,3,3,3,3,6,3,3,3,3,3,3,3,2,2,3,2,3,2,2,1,2,3,1,1,4,1,3,1,1,3,2,2,2,2,1,4,3,2,1,1,1,3,3,1,2,0.793835282
7,2, ,2,1,1, ,2,2,4,1,1,1,4,1,2,4,1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,3,3,3,3,2,2,3,2,1,2,2,2,1,3,1,1,4, ,1,3,2,1,2,0.804237127
2,1, ,3,1,4, ,1,3,3,3,3,3,3,2,3,3,3,1,1,1,2,2,2,1,2,2,1,3,2,3,2,2,2,3,2,2,2,2,2,3,2,3,2,1,1,1,2,1,2, ,2,2,6,2,2,1.99728775
6,1, ,4,1,2, ,2,2,5,5,2,5,5,3,5,5,3,3,3,3,4,3,4,4,4,4,4,2,3,2,2,3,1,1,3,1,3,3,1,1,3,3,2,2,1,4,3,1,1,1,1,1,6,1,3,1.171905637
2,1, ,1,2,4, ,4,1,4,4,2,3,4,1,1,4,4,1,2,1,1,2,1,1,1,1,2,1,2,1,3,1,4,2,2,3,1,3,4,3,1,1,1,2,1,3,4,3,1,2,2,1,3,1,1,1.858236074
6,2, ,1,2,6,2,3,2,3,2,2,3,4,3,2,3,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,3,3,2,3,1,2,3,2,2,2,2,1,1,4,1,1,4, ,2,1,2,1,2,0.761983514
3,1, ,4,1,1, ,1,1,1,2,2,2,1,2,1,2,1,3,3,3,3,4,2,3,4,1,2,2,2,1,2,3,1,2,2,3,2,2,1,3,2,2,1,1,1,2,1,1,1,2,2,4,1,1,2,1.654735684
5,1, ,4,1,2, ,2,2,4,1,2,3,4,3,2,4,1,1,3,1,2,2,1,2,1,1,3,1,1,1,3,2,3,2,3,2,2,3,2,2,2,3,2,1,1,3,2,3,1,1,1,3,5,1,2,1.05647707
2,1, ,1,1,3, ,2,1,5,5,3,3,4,3,2,4,4,2,2,2,2,2,2,2,2,2,3,3,3,2,1,3,3,3,4,3,3,1,2,4,2,2,1,2,2,2,2,2,1,1,1,3,2,2,1,3.41253686
5,2, ,1,2,4, ,3,2,4,5,2,5,4,2,2,4,6,2,2,1,1,1,1,1,1,1,3,2,1,1,2,2,4,2,3,2,1,3,2,2,2,1,1,2,1,1,4,2,1,1,2,3,2,1,1,0.69930023
4,1, ,2,1,1, ,2,2,4,6,2,1,4,6,6,6,6,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,4,3,4,1,1,4,3,1,1,1,2,1,3,3,3,1,1,2,2,4, ,2,1.527731895
3,1, ,3,1,5, ,2,2,4,1,4,1,3,2,6,6,6,4,4,4,5,5,4,5,5,5,4,3,3,2,3,4,1,1,4,1,4,4,1,1,4,4,2,2,2,1,5,1,2, ,1,3,5,1,2,0.65603888
7,1, ,3,1,2, ,2,2,4,1,3,3,4,3,6,4,3,2,2,1,2,1,1,2,2, ,3,2,2,2,3,2,3,3,2,3,2,3,3,2,2,2,2,2,1,4,3,3,4, ,1,3,3,1,2,0.475177228
7,1, ,3,1,3, ,2,2,4,2,2,2,1,2,2,1,2,2,3,2,3,4,3,4,3,2,3,2,2,2,2,3,2,2,3,2,3,3,2,1,3,3,2,2,2,1,2,3,4, ,1,1,5,1,2,0.475177228
6,2, ,1,2,2, ,3,2,1,3,1,2,4,3,2,4,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,2,3,3,1,2,1,2,3,1,1,2,1,4,3,2,1,1,2,4,2,1,1,0.761983514
6,1, ,1,1,4, ,3,1,4,3,3,2,4,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,4,1,4,1,1,1,1,1,2,1,2,1,4,4,2,1,2,2,3,3,1,1,0.793835282
6,1, ,2,2,6,3,2,2,6,6,6,5,6,6,2,6,2,1,1,1,1,2,2,4,3,3,1,1,2,1,2,2,2,2,3,2,2,1,2,2,1,2,2,2,2,1,2,3,4, ,1,1,9,3,2,1.274603128
7,1, ,4,1,3, ,2,2,4,3,2,1,4,2,2,4,2,2,2,2,2,3,2,3,4,4,3,2,2,1,3,2,3,2,3,3,2,2,3,2,2,2,2,2,2,1,2,3,4, ,1,1,7,1,2,1.198545694
6,1, ,1,1,1, ,2,2,4,1,1,1,4,4,1,4,1,1,2,1,1,3,2,3,2,2,3,2,2,2,2,2,2,2,3,4,3,3,2,2,2,3,2,2,1,3,1,2,4, ,1,1,3,1,2,0.793835282
7,1, ,1,2,6,2,2,2,4,1,1,1,4,3,1,4,1,3,3,3, ,5,3,3,4,3,4,2,2,1,2,4,1,1,2,1,3,1,2,1,3,3,2,2,1,4,6,3,4, ,1,1,4,1,2,0.811881065
7,2, ,4,1,1, ,2,5,1,1,2,1,4,1,6,1,1,2,2,2,3,2,3,2,2,3,3,1,1,2,2,3,3,2,2,3,2,2,3,2,2,2,1,1,1,2,1,1,4, ,2,1,2,1,2,1.357936025
4,1, ,1,1,3, ,3,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,4,4,4,4,4,2,3,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,1,2,3,1,2,1,3,3,2,1,1.747347355
6,1, ,3,1,1, ,1,2,1,1,1,1,1,1,6,4,1,3,3,4,4,3,3,4,4,4,4,2,2,2,2,4,2,2,3,1,3,3,2,1,3,3,2,2,2,1,2,1,4, ,1,3,2,1,2,0.464615017
6,2, ,2,2,3, ,3,2,1,1,3,2,4,2,2,6,2,1,1,1,1,3,3,3,2,3,2,1,1,1,1,2,2,1,2,3,2,2,2,2,1,2,2,1,2,1,2,3,1,2,1,1,9,2,2,1.223460317
7,2, ,2,1,3, ,2,2,3,1,2,1,4,2,2,4,2,3,3,3,4,3,2,3,3,4,4,3,3,2,2,3,1,1,2,2,4,3,1,2,3,4,2,2,2,1,2,1,1,2,1,1,6,1,4,0.804237127
4,1, ,2,2,1, ,1,2,4,1,2,1,4,3,1,4,1,2,2,1,3,3,2,4,2,4,2,2,2,2,3,3,2,4,3,3,2,1,4,3,2,2,2,2,1,4,1,3,1,2,1,2,6, ,3,1.527731895
7,2, ,2,1,1, ,3,2,4,2,4,1,4,2,3,3,4,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,4,3,4,3,2,2,3,2,2,1,2,2,2,1,2,2,4, ,1,3,2,1,2,0.804237127
6,1, ,4,2,1, ,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,3,1,2,1.171905637
3,1, ,2,1,1, ,1,2,6,1,1,1,1,3,2,4,1,3,2,2,4,3,2,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,6, ,2,5,2,1,2,0.980017841
7,1, ,3,1,3, ,4,2,3,2,2,1,4,2,2,3,2,3,3,3,5,3,3,3,4,4,4,3,2,3,3,3,2,1,3,2,4,2,2,3,4,2,2,2,2,1,3,2,4, ,1,1,5,1,2,0.475177228
7,2, ,1,1,6,6,3,2,6,2,4,4,6,2,2,2,2,2,2,3,2,4,4,3,3,4,2,2,2,1,2,2,2,1,3,2,2,2,1,2,1,3,2,1,2,1,2,2,4, ,2,3,2,2,1,1.689245582
7,1, ,3,1,2, ,2,2,4,3,1,3,4,3,2,4,3,2,2,2,2,3,3,2,3,3,2,2,1,1,3,1,4,3,3,3,2,3,2,1,1,1,1,2,1,4,3,3,4, ,1,3,3,1,2,0.475177228
7,1, ,2,1,3, ,2,1,4,2,2,2,2,1,1,4,2,2,2,2,3,3,3,4,1,4,2,1,2,1,1,2,3,4,3,2,2,2,4,1,2,2,2,2,2,1,2,3,4, ,1,3,4,3,2,1.303578258
4,1, ,1,2,6,3,4,1,6,2,6,4,2,2,1,2,6,4,3,4,1,3,5,1,3,2,3,3,2,2,3,3,3,3,2,1,3,3,2,3,3,2,2,1,2,3,2,2,1,2,2,4,4,2,2,1.747347355
7,1, ,2,1,3, ,3,2,1,2,2,1,2,1,2,2,2,2,2,1,2,3,2,3,3,3,2,2,2,2,2,2,3,2,2,3,3,2,3,3,2,2,2,2,2,1,2,1,4, ,2,1,2,1,2,0.70984
5,1, ,1,1,3, ,2,6,6,6,6,6,6,6,6,6,6,2,2,2,1,1,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,6,1,1,2,2,3,3,2,2,1.314240813
6,1, ,4,1,4, ,4,2,6,3,2,1,6,6,2,6,1,1,1,1,2,1,1,2, ,2,2,1,1,1,3,1,2,2,3,3,1,2,2,3,2,1,1,2,1,4,6,2,1,2,2,2,3,1,1,1.171905637
6,2, ,2,1,4, ,2,2,4,4,3,1,4,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,3,1,1,1,1,1,1,2,4,1,1,1,1,1,3,1,3,0.666213214
4,1, ,2,1,2, ,1,2,6,6,3,1,6,6,5,5,4,1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,3,1,2,2,1,6,3,1,2,2,1,2,1,2,0.831898987
7,2, ,1,1,1, ,2,2,5,4,1,4,3,6,6,6,1,2,3,2,1, ,2,3, , ,3,2,2,1,2,2,2,1,2,2,3,2,1,2,3,3,2,2,1,1,1,2,4, ,1,3,3,1,2,0.919848382
7,1, ,1,1,6,1,2,2,4,5,4,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,4,3,2,2,2,2,3,2,1,2,1,2,1,2,4,3,4, ,2,3,3,1,2,0.811881065
6,2, ,1,1,3, ,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,3,3,1,1.399336338
4,1, ,4,1,2, ,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2, ,2,3,3,1,2,1.404640555
7,2, ,3,1,1, ,2,5,5,5,5,5,5,5,5,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,4,2,2,2,2,2,2,2,2,2,1,1,1,1,4, ,2,1,2,1,2,0.538370252
4,1, ,1,1,5, ,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,1,2,1,4,1,2,0.951485813
7,2, ,4,1,1, ,2,6,1,6,1,6,6,6,6,6,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4, ,2,3,2,1,2,1.357936025
7,2, ,3,2,6,6,3,6,6,6,6,6,6,6,6,6,6,2,2,2,3,3,2,2,3,2,4,3,2,2,2,3,1,1,4,2,2,4,1,3,1,2,2,1,2,1,6,2,7, ,1,3,2,1,2,0.538370252
6,1, ,4,1,3, ,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,2,3,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,3,1,1,2,1,2,2,1,1,1,3,4,1,2,1.171905637
4,1, ,1,2,6,1,2,2,1,1,2,1,1,3,2,4,1,3,2,2,3,3,3,3,2,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,2,2,3,2,1,1,0.951485813
2,2, ,2,2,4, ,3,2,4,4,4,4,4,2,2,4,4,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,3,3,2,4,1,2,4,4,1,1,1,2,1,1,4,2,3, ,2,5,5,1,2,1.645516038
7,1, ,4,1,1, ,2,2,4,2,2,1,4,1,3,1,1,3,3,2, , ,1, , , ,2,2,2,1,1,2,2,1,4,3,1,2,3,1,2,2,2,2,1,2,1,1,4, ,1,1,2,1,4,1.198545694
6,2, ,1,1,1, ,2,2,4,3,1,1,4,3,2,4,1,3,3,3,3,2,3,3,3,2,2,3,2,2,2,3,2,2,3,2,3,2,2,2,3,2,2,2,1,2,1,2,4, ,2,3,1,1,1,0.761983514
7,1, ,4,1,1, ,2,2,1,1,2,3,4,3,2,4,1,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,4, ,1,3,3,1,3,1.198545694
6,1, ,1,2,5, ,2,2,4,3,2,3,3,3,5,4,3,2,2,2,1,2,1,2,2,3,3,1,2,1,2,2,3,1,3,2,1,2,1,3,2,2,2,2,1,4,6,1,6, ,2,5,2,1,1,0.793835282
7,2, ,1,2,3, ,4,2,4,4,2,1,1,2,2,3,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,4, ,1,3,2,1,2,0.919848382
7,2, ,3,1,6,6,2,5,6,1,2,1,4,2,6,1,6,2,2,2,4,3,3,2,2,4,3,2,2,2,1,3,2,3,3,2,2,3,3,3,3,3,2,2,1,1,6,2,4, ,1,3,2,1,2,0.538370252
4,1, ,4,2,6,2,2,1,1,1,2,1,4,2,2,3,3,2,3,2,3,3,4,1,3,1,2,2,2,2,3,2,2,3,4,3,2,2,3,2,1,2,1,2,1,3,6,1,1,2,2,3,4,1,3,1.404640555
